55,51356,100940,59795,53403,85459,56455,4159,33547,81926,17310,35913,101350,9482,40981,80618,81218,73810,21532,48827,35513,7919,49511,78680,81759,23650,57881,61741,25159,25156,5939,108132,4640,45413,100510,62902,53276,25339,89255,19890,51281,94904,36308,75263,3326,103141,20705,58360,11768,75581,102479
57,15058,69717,35152,78914,24689,47382,10716,15064,25959,64508,77970,34289,50342,18113,41613,37781,61702,3318,12769,9125,47622,50831,65929,22083,19442,29612,14144,82864,14419,42683,76104,22923,45624,84558,77999,70218,79590,79643,68793,92226,36856,88555,12041,43430,16124,64796,46549,17211,29034,41557
59,27337,111114,55349,52131,10044,111225,69720,114108,37097,109635,87526,114055,5984,31776,110744,13845,40027,32023,82529,110457,27742,48722,23226,26296,30778,109233,14239,52697,75835,88058,51524,28943,30746,79868,37885,19326,52081,100058,96179,110891,8076,63802,102769,2226,79281,2352,78364,2171,30728,107129
61,3063,77578,65626,25577,86808,18908,9152,82804,82091,41493,40423,23789,89968,4166,13547,59609,74337,10885,49484,50314,57200,81521,60164,86977,67097,71594,114681,87067,78216,54933,14657,70000,59460,70346,66359,104294,114125,44006,50026,78279,67064,52994,14790,65683,3537,42941,80386,60409,91337,110914
66,42985,43836,51182,85661,37665,63028,22404,76806,36071,20115,53845,110172,28063,72872,60349,27944,78868,46491,43440,50614,80679,50506,73287,89524,3782,66752,35791,81281,25399,85158,25339,32900,43211,112860,71062,36857,45578,24818,74774,86734,45386,65476,38289,50958,63321,70452,22774,43017,45278,72970
68,71102,36805,111622,10042,93252,74090,81023,8280,36181,80816,82479,34255,53508,34879,80686,100229,4347,9575,92187,69930,104880,103730,20638,53926,82866,95379,30827,113969,28217,112852,58572,4928,89496,35280,81181,63791,99919,38445,98831,26440,1845,11270,111829,33659,83445,101179,63992,113655,18433,41608
70,7153,5911,2202,64626,10072,10081,81338,6860,61755,7155,7546,34281,7883,75260,27181,19511,61723,9980,69749,110609,70402,67295,3283,10844,83296,108704,57825,78002,9645,12694,4783,22424,7159,6117,11307,2264,37902,54031,63083,5586,90752,22490,4324,26023,11430,70505,41195,44300,116371,9310
71,47838,59883,67663,28506,10983,52271,26892,30841,102924,57390,20255,109100,102824,76074,72781,90114,108125,57495,57599,73384,71809,54831,112600,3251,51822,30815,61747,8290,81302,104658,106608,96275,14861,75556,79451,107294,29773,75167,28737,61371,103523,82055,99134,76233,39544,94973,110062,32199,26466,52967
80,20242,75394,50657,11998,100936,5146,9760,7762,51643,12451,5180,71040,27749,61361,38741,6916,46137,43145,20781,77495,1625,34555,24137,57021,34567,94940,32298,1526,38217,24670,109651,35492,34530,32220,38437,37309,4623,11309,31970,9831,31278,53340,36000,105819,83370,88382,22327,19743,73028,95665
81,4999,2248,105304,3852,1641,2468,13187,22430,26801,49546,6568,104777,37743,20209,93550,62465,13370,102105,1604,24252,100454,38718,64401,20430,4340,1076,84720,69455,14163,23239,97155,92187,74846,53132,10092,26809,38226,7233,97419,50226,2415,7934,76159,14552,7651,18955,114864,75816,11358,62547
82,78235,1609,91694,99358,95038,27974,73550,16408,42833,52459,29002,101805,75322,62483,53736,4578,61078,113344,27640,58634,35644,76424,11483,14227,18974,18333,100275,20609,10188,85293,52340,35182,87234,116032,17012,72925,59085,11328,37133,91970,24108,85001,93002,78951,47300,34177,1694,96311,94790,72114
88,61124,17643,85435,60610,58478,22510,98035,10959,20668,37351,113390,32527,25881,93950,19257,1299,45679,101280,100836,36039,55238,26524,63849,26352,77066,22324,102915,16356,34861,21122,99193,3412,70728,102199,37650,50180,103143,49357,13523,33929,70994,114269,58705,105524,67573,78831,77375,48566,82022,42652
89,82366,38308,66464,32003,42809,37173,81035,11924,79981,79643,105276,85741,20341,48403,308,76616,109564,57701,26352,87057,102308,21687,23526,70728,50126,88555,34976,96759,77325,17591,47445,115308,93726,116634,13577,101603,55884,8404,18238,28673,61921,25972,68317,8764,44097,79804,21551,15162,104757,32997
90,57849,4340,65393,59038,114330,67156,7882,80217,99225,64927,15974,20590,36073,90006,11170,71928,21476,4230,2611,15000,35264,70650,14753,10450,110828,90481,835,3422,6568,110904,74823,14757,15051,36566,110913,7939,9528,72356,80236,35531,39468,23470,32959,14771,21343,80341,78844,34914,107010,77927
91,19045,794,46841,102702,80736,40443,50076,59460,30487,1621,12413,93446,45823,24010,107747,40296,14702,42582,21990,85899,23936,15148,18681,42033,22175,18932,2954,18487,17338,18457,7732,18846,42717,29621,81149,33851,19916,84117,68314,49365,35852,27435,45938,32518,41136,5777,40197,5952,78278,41355
92,35298,50233,27694,35167,48222,82590,8825,35232,46446,47889,104395,57922,87748,12664,25749,73465,88145,53025,82722,39649,17773,26359,88750,60387,106739,28700,96574,8837,88426,56568,99417,76487,72125,58391,35680,8043,69537,95179,10142,95518,67516,106250,74538,56290,107441,46973,78048,56029,51739,25666
93,77047,67536,66841,109193,111520,98333,101857,69797,72397,72246,100858,77723,87285,69640,69657,25385,114700,98643,72698,99141,112907,27179,70618,11582,84922,101183,69754,110172,95301,64676,111531,44363,69613,73899,73269,76022,86470,20348,71458,88371,73039,67672,42752,82353,22012,23938,109920,79494,112070,100010
99,33455,108132,10226,42059,368,40693,3841,97512,67251,4380,78710,17255,6401,110988,3169,85847,62084,12711,4395,44047,11301,498,57403,13907,80129,53995,102914,13710,25263,16889,27470,31910,53846,15075,34986,33360,4330,8949,40581,18670,109193,107554,17602,81283,10306,70153,9134,38794,16141,33345
100,103130,85669,100089,38710,113759,98603,98797,76596,45621,108165,13337,32551,103417,27269,106211,80765,75583,61232,105127,100794,24421,11290,114874,13715,65150,92321,97949,37212,23755,20925,36429,2807,45474,51505,108110,22046,16646,17811,21023,1324,4388,86350,105501,31582,2725,4492,61453,6587,86792,105838
101,87107,113569,12627,82029,37170,3001,11643,49854,1736,116073,11890,28507,114380,88043,115860,93772,1921,111024,9027,64838,23583,113418,53718,112489,94726,27787,13618,115524,47110,5453,9338,33281,39291,4381,20201,106804,83778,13847,114577,50360,94397,72940,46415,2419,26788,58865,109938,98152,58650,14212
102,11354,4300,47202,5866,3346,24400,87885,52971,4395,64650,51673,26264,88680,7875,15049,64544,31770,53551,112229,60234,79155,16489,17958,2972,5584,41507,11695,42779,102497,34021,27690,53214,5872,14911,64563,33497,4564,82519,3717,11140,65875,60692,45950,11653,85176,29492,6319,89670,13039,100822
111,68544,106486,72905,27268,73812,63757,46678,67467,94424,45617,46612,34749,86975,108501,50517,103207,98400,44988,45500,62860,108919,77915,112972,112327,71553,54074,78417,51867,14158,49521,79511,79514,50185,71790,96417,72520,97685,43468,98287,104414,35387,66648,105325,102473,54272,10826,75202,100802,115788,59752
112,105562,114324,62786,99945,109230,109516,77627,110794,106847,113127,106815,112967,111471,78569,89346,32915,43722,70058,100455,68958,81872,11024,25005,13774,106055,87217,19515,77179,26055,113270,34319,76143,10005,49756,103377,31250,15370,68819,46488,26438,23638,80040,113390,12857,95828,8925,51410,61760,73730,53046
114,111215,115323,115073,115121,115561,115354,113633,112709,113941,114013,111191,91313,111829,38764,97863,116868,116135,33070,93180,113971,117070,115920,12895,61000,114893,114370,66945,11838,3154,16648,116550,115308,114866,112024,113935,13202,96086,115352,114551,116043,116053,63042,109910,25498,12940,95223,115795,114077,106323,10976
115,88558,53668,95128,36913,25762,4149,79907,65473,27024,80339,64104,98425,65618,79046,41316,77556,20075,13157,64138,112989,94112,47905,82268,67799,57690,7732,21385,64902,62402,26315,92314,24854,18777,38141,57476,63971,10543,2646,22657,100661,45320,108699,35830,78814,13310,62567,1701,84791,6739,23244
116,50469,50468,4395,18561,438,42059,7264,85319,3350,79043,36914,2626,20668,59550,45950,4994,14974,11224,7875,6025,13810,58539,52993,80014,91027,3717,13216,109106,37276,39562,38903,8994,64650,10771,6984,80324,21140,44091,63835,17446,10885,14665,12298,70663,53214,84405,28994,31363,103273,111083
122,80007,25684,37775,29418,23630,24170,10990,25998,47555,32683,13742,77139,43707,79671,51939,33637,21474,28027,97092,100497,13921,86206,50122,46811,14484,34498,45313,7453,36886,49041,15753,1815,38616,11307,16325,36445,32585,105661,85661,82080,67116,25798,4166,91850,67519,88346,70334,88385,37757,91035
123,110531,5372,43830,115845,52805,38024,36858,114301,113175,114576,94826,114982,69547,4649,100935,64999,116592,115300,78637,60391,70522,15248,49974,55788,58809,68311,28566,32693,81617,80081,69083,92805,45661,109405,103364,112776,93585,77293,105287,49491,44872,4667,48620,19241,40782,13934,57204,3415,111349,29751
124,83861,20911,112900,17256,4967,105048,26970,60544,19603,383,1208,11972,67409,21384,3778,12505,47159,91164,40814,50077,349,50876,57086,14239,36030,30728,30778,64052,12995,106743,6267,38644,4662,116644,21536,11452,37686,1518,63802,100822,52081,3833,69382,32712,69717,85302,90159,12339,15092,24984
126,92515,40653,1337,24875,9461,96115,27741,107860,24874,94298,51072,109009,16078,31165,106052,4236,13302,2359,3745,52598,28617,22236,20254,2611,77834,80278,34884,84065,110787,76142,114900,12061,14668,45198,17491,72661,5767,115422,8680,27954,4500,7694,36955,17629,98407,99689,78105,29041,63059,80778
127,37882,423,39501,100126,22218,13197,28828,9590,27304,77152,37710,3741,53657,78114,16300,24279,24582,72128,27567,75172,26820,4592,87210,14631,307,73593,26168,23825,52997,45016,33241,84639,10155,28470,42708,17058,35318,15590,19274,18703,41933,39541,9509,51699,48408,45918,81044,47914,39725,86249
132,117039,111774,113504,115561,115755,116598,113633,109632,112351,115792,114740,115905,113882,116697,111170,112709,105276,114896,111715,110464,97863,114077,116123,114893,9045,113203,111576,112104,114539,50126,40083,116106,116130,114744,113285,79665,113941,113308,116115,109819,41406,53604,75163,1679,113538,1866,57258,22091,1246,114294
133,10981,75059,115550,99835,103890,105101,28352,13147,11331,39780,7947,5221,39062,31628,11203,33276,52168,20408,35073,50766,53962,98443,94144,102386,8832,103572,8863,54931,2298,89175,17643,78061,107969,20254,36552,8531,43155,18939,21382,44910,67551,25362,725,27452,2601,5004,22281,17772,60302,6567
134,4340,52051,591,6731,10941,7511,3671,96825,32959,3081,43724,75928,77983,60146,63644,14114,4072,41359,40976,63548,36672,1857,7981,97727,32603,36181,48670,7882,4830,8390,73980,78198,64215,98904,66806,25882,109632,18695,27402,27644,2204,23830,70922,74075,95029,67828,48219,111701,1485,21023
135,21569,63593,80736,95722,82385,43363,81421,58498,61471,36174,73831,52399,52268,64151,96852,6387,8246,70945,67294,24344,3109,79837,40204,19930,96220,80594,32414,18887,58548,87641,14323,114958,82425,630,16141,26710,70458,63733,81694,6586,18926,107089,23468,18324,1852,12147,32570,94884,93479,97173
137,25362,13171,24641,115727,28628,42913,5514,87782,34827,42963,2420,7009,107408,71100,48615,93473,19229,55717,110,15825,91959,88574,44389,52251,11895,103840,112496,25659,41384,103211,41986,22809,12266,59931,8001,12863,106140,87254,117397,41804,36476,28617,105819,95445,35046,79964,83674,72896,33701,10193
138,23497,87398,109230,114324,115799,97898,99945,105562,77179,75215,82967,70513,110794,58987,112911,112228,109941,42587,25671,51905,10994,4783,67488,58731,114634,28238,112967,8100,18112,110693,106815,107435,29516,112339,44444,84086,48560,24199,117230,80749,40560,101888,113270,62814,22977,57135,41755,28699,87217,32751
143,7804,12135,6388,56024,11762,10095,38859,71065,47185,49757,63747,50267,63436,9163,96238,65931,43301,41603,47569,73180,39057,68336,21655,102577,98407,33059,58247,54261,35047,19522,57031,58689,46094,16694,81521,10365,68324,33706,59779,59067,55315,102802,36416,9752,53331,99281,44809,66160,84251,71258
145,33929,69182,56092,104412,60047,85113,105572,81723,26579,37371,34261,10859,46216,52118,69920,1753,14947,24077,46085,12048,34042,80147,24297,97165,8257,109395,36638,25106,100394,17868,2699,72542,95504,59307,5110,50622,65429,17029,320,71612,14742,28290,2003,91054,57580,106205,510,59177,100899,61068
148,9029,71377,10856,55725,11841,3937,25353,61015,65521,22519,14643,2778,26638,81359,16489,8328,26096,26509,5525,49937,72330,43541,60132,49674,58949,41869,25527,23263,39735,21337,11098,30165,4557,1816,14784,42983,40187,12399,47218,39553,25710,6655,86134,9260,631,39722,34497,3,81512,59165
149,62296,63209,61882,89129,14945,61274,56445,6053,4612,10818,113053,28037,19988,4292,16500,14619,4446,89152,29713,88123,9416,14079,113535,58191,67572,42521,91682,42340,90439,65850,4650,27019,91164,107668,71638,56452,35901,80567,109710,113494,97657,106051,25778,32147,39526,64072,7633,29632,90503,29293
154,82904,60313,4018,94789,64416,11793,69449,70856,82044,8046,115045,85447,16104,51405,14463,53854,69114,21452,46763,69194,86663,2020,78808,77988,54209,84007,67404,73023,35233,85197,36341,112709,92598,33188,46139,80553,48622,23438,98672,6081,1686,29280,38825,56933,112722,21191,38715,7678,26143,83278
155,110141,111774,109152,111715,112351,85447,110464,115865,114204,113434,34837,112272,113809,110133,115141,112884,86335,52016,117039,64284,47112,29064,17833,113247,114929,113192,96904,62570,11860,80360,90588,12757,25513,54501,76858,40705,67683,97863,116130,54530,94808,113330,112903,111557,116123,17941,12462,115561,42820,111341
158,95187,70054,84113,107839,85295,97256,86827,72399,99548,78184,110462,98887,95018,56399,90173,66071,44004,64226,42941,97119,64573,101437,90312,105612,90942,104318,65968,75663,86071,61102,114716,46546,108872,69012,107925,92814,89717,87264,109820,46008,15750,107584,93592,37089,113423,98603,115715,109640,92658,80765
159,49499,48749,39901,7442,29886,70204,20971,39525,62208,50314,85947,78834,11218,67864,116376,92326,34200,59836,8088,84879,75369,33423,15351,34232,44384,47803,49166,68336,87933,42941,15438,58808,12190,60509,81608,16742,4115,65006,40254,27438,93980,71372,55027,95343,38062,97337,63562,19440,66043,38824
160,25328,68704,67567,62861,110631,9749,85149,36817,115346,44093,113373,92065,55449,13233,91239,41774,86254,115651,78767,48704,9390,65792,111211,50405,115124,28989,24817,62373,92156,49071,62791,18141,87589,68365,31208,94388,112129,8867,1959,48245,74860,113378,59165,24435,12512,90813,68366,3889,115323,86587
167,6904,5603,21536,31732,88423,60322,28224,24839,69469,82949,67382,47978,7607,9403,40786,57909,19666,52606,3083,5649,114190,7920,64568,70249,82154,83708,109770,84664,63337,44541,87216,70532,73520,66621,13314,12498,81087,19575,92105,41216,87625,77493,85694,82031,39600,6441,51258,65297,84365,16529
169,85186,35602,90444,13847,32158,50615,55698,91392,64427,35341,116536,816,90429,73414,43203,4543,77792,113663,116711,86680,7006,2796,35669,68452,107156,69416,29387,37024,63904,6172,71624,20313,40123,4073,24025,115073,55905,26393,7809,69567,21410,3480,101671,109793,17470,34258,13389,87157,111188,25142
170,69612,77047,77723,67536,76562,7371,4979,76022,25385,11869,25525,68656,59879,28668,76744,66841,70391,80341,67521,35474,70367,61245,37775,85701,32259,62590,25759,12530,69594,74471,2267,17834,75830,26132,29447,81717,28567,114125,99059,9155,73899,26116,76571,97678,5699,89069,64477,11602,24018,80227
176,31005,19270,48408,3655,41260,21426,73083,12033,24256,51033,52458,4340,102411,10476,65393,27548,21579,114168,35458,59996,115018,70840,20379,57849,76356,85487,71982,25453,73244,46017,35452,23934,12993,59903,99670,86936,31673,21279,857,56413,86291,25214,71987,87254,19534,78864,31317,10939,104258,37837
179,22788,21922,35605,1753,81015,91558,84680,88036,14461,44846,46659,26100,37853,80433,82887,95993,71750,5710,49620,5944,31646,69182,79771,41355,69655,85195,109655,104412,74809,78473,36812,115045,58621,19094,736,17687,104635,23224,24491,60087,63154,80248,50228,110371,11480,95811,87550,24077,70274,1284
180,20333,20607,40880,21736,43346,22569,24950,14562,104711,23963,21213,4647,1604,7971,2069,1500,23732,40093,23968,3192,11886,113569,4340,4471,12340,1963,4102,90604,116073,11768,15974,1668,2420,1398,5253,20604,73761,72146,8150,27133,1400,102979,6597,5291,8149,5893,56290,23746,5191,20338
187,66386,86207,72619,16070,8084,2881,1818,42524,30424,35480,62104,113264,37720,42923,79627,62520,60156,70486,22714,27159,6990,9571,28633,1709,9786,11709,99699,55445,51621,88996,97799,87904,40852,77546,54720,38697,50088,12402,73191,101350,55238,2780,8769,27390,113235,39133,62071,39680,35166,55723
188,33730,78292,43442,46730,106947,85264,36551,66463,82288,51407,87567,42868,69089,2662,46331,85742,103273,95171,92076,86550,30337,6930,7304,62428,3226,85463,70585,47150,62335,56154,41612,49696,54828,91033,41592,74553,8547,14148,44910,86677,16745,52897,3211,113869,5981,69359,60655,98070,94191,79278
190,6973,24710,51391,2094,52359,90883,10675,35928,3566,27044,7061,30767,5832,105714,109878,57980,38431,50851,40432,3583,6818,11133,16881,32539,16490,90330,60542,64637,59970,43622,56685,112040,6612,5008,99226,3589,20553,98147,32390,11734,77679,57085,12832,98715,16911,41421,106993,86533,80171,8772
191,59394,71978,74757,25747,43439,34716,10909,31044,13403,27438,73761,79533,72498,116102,96,644,25211,113551,92037,102774,99803,24656,25876,39594,46685,68092,87307,89849,8150,34697,39803,24455,49787,38557,12061,105817,113027,65393,28525,16740,108862,97337,4483,91164,69641,4873,2319,6398,75125,10486
192,64815,9189,22492,16677,1231,50832,59681,50032,546,3217,501,17249,2046,1300,94808,8142,18965,6819,2079,105154,37786,51397,65444,1686,28348,102978,13608,103634,22469,38494,8378,3738,29392,28401,896,94750,48648,255,85292,12114,63310,100984,48228,17105,448,5149,97662,5689,6012,865
193,75986,33407,68509,19779,26117,48261,112443,77909,51039,68525,18913,93947,63101,65596,82303,112129,49878,93647,111215,114268,49235,63342,115755,78280,95188,66669,47520,27083,110997,116135,95803,49892,79741,109057,19441,115561,112581,32941,109632,92690,983,63103,113504,115352,95447,113482,20340,14343,5475,116106
201,108849,102306,16303,101504,111803,62315,113224,105602,96140,107756,91787,112555,102146,63853,93279,88270,109839,102072,99406,103187,103292,96307,111653,53413,111115,74318,69490,112185,39115,69133,89764,97357,115199,63674,34633,108806,75152,102900,69100,82543,70089,36677,88356,31032,109407,67119,71277,37288,109256,25631
203,48141,69064,60861,27248,98060,76493,1708,62920,3317,19028,13672,76832,77334,61111,65118,47913,12691,43524,79285,12068,68864,36252,9977,73113,21059,105364,51719,78641,51717,45326,83156,29609,169,40372,4404,36859,35341,47098,103090,38381,97545,25611,95860,69359,20389,88634,4686,56039,39735,47714
210,85373,107530,73689,65505,4692,84611,76980,37386,57382,73836,43825,32964,99627,44530,112582,67448,40160,39724,7488,15616,95683,83624,72314,93226,73725,56970,99554,88739,82141,29398,20564,4693,98832,110931,81992,18845,85564,99048,6808,45041,98354,52149,173,187,113330,22622,59724,111798,76098,108719
211,26375,68088,28010,33087,4141,25380,3438,11810,51566,68428,9922,21210,53333,5523,1055,11748,16485,91930,77495,70148,18015,30050,38486,85441,17186,18910,102910,23292,4728,69069,105145,87914,20588,8404,41805,23155,1416,78066,93902,20692,41248,113198,86213,29145,97091,72509,33257,7908,33214,2469
212,46643,49357,54694,74050,46300,73667,49172,97721,4835,73838,31626,89213,21122,46583,13030,63533,18648,42398,93479,32450,101535,11969,85096,19036,105127,41471,31448,68418,3889,32092,6484,14314,20230,94750,5839,1938,44892,18722,106676,27823,87167,50249,88396,101670,93467,1988,65675,83646,74471,83694
215,570,4492,39469,6830,47163,376,81106,14647,5572,6552,6250,87728,107943,16081,27269,69859,111630,6233,3904,8127,112049,50753,41896,13467,103525,57124,569,51765,6230,39797,3258,55819,61033,237,21461,26770,4248,11895,3154,53664,6322,729,606,1762,39612,1203,27135,65497,28007,22278
221,62062,63487,45239,6513,6269,25790,97512,78220,79768,70650,105309,82092,75703,65051,53915,93597,103672,30964,75838,88462,69643,13603,88116,36582,59863,15841,67277,65449,50926,66974,83475,51939,36917,2777,71485,34121,79784,107512,95433,26845,66038,36995,49296,60081,96775,94315,78550,70655,61105,29621
222,70402,71741,7156,42954,72561,23656,53645,61755,71386,55934,42916,103605,42159,25331,21557,93204,39648,21503,21869,7546,15053,110200,41487,5911,19511,7154,39403,115524,81338,107229,771,92171,21345,14791,12694,62571,41311,113569,9449,59651,63337,93088,83621,11469,77850,101799,115860,12699,34281,50650
225,80873,27095,1388,63699,51540,81213,92949,18916,77656,84381,68856,34330,83438,12403,5118,30985,25520,71554,45246,80048,82927,17198,93689,43397,84750,3615,13396,49014,28438,48945,91203,10959,66131,74358,68321,5206,26031,111855,27869,43939,74155,6146,56921,85611,23021,5673,83047,36286,19414,79216
226,115399,37984,97233,63620,58620,42115,50788,34061,74778,107307,80008,19917,37877,19518,27358,89797,86603,39535,55961,29386,42070,44101,40275,95453,68413,10511,6706,28226,49156,19187,116450,17400,91708,25511,57297,11494,36027,75662,85839,28684,54064,64315,20,13480,48686,88804,1371,17708,4377,107036
233,49034,51996,105304,13187,14187,112079,97727,4928,6568,112256,5034,2468,4999,57147,591,4340,58934,110681,20430,26801,57762,6731,26913,2375,62106,5372,86759,53406,7651,20558,86140,66810,28945,13909,96416,112964,93699,105989,4663,34615,51172,110991,6382,108240,60355,17875,54652,42651,86657,8631
242,74048,39635,79392,16489,96410,11765,24964,86399,114514,5208,68423,4226,27237,70361,8133,52626,79841,12571,27452,65929,95847,36655,51426,89114,93291,76757,78839,9919,18130,81307,60999,73240,51902,42801,71308,64229,19339,72203,22631,26456,102205,2346,50862,115289,114029,13647,29669,55041,24216,25005
243,108034,794,46326,79182,102429,37767,32487,54610,9370,41355,38591,14169,16977,37912,76442,8774,7455,18932,24835,78352,7835,19106,6559,50622,21062,23759,4027,5555,5285,61707,1113,27727,2954,18399,83909,102702,6910,95496,4952,61292,53871,103655,50150,10097,65880,10533,70635,66147,65687,9148
